Label,Data,text_length,clean,clean_sentence,clean_sentence_length
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,15,"['really', 'really', 'broke', 'oh', 'offence', 'amount', 'small', 'even']",really really broke oh offence amount small even,8
ham,Sorry about that this is my mates phone and i didnt write it love Kate,15,"['sorry', 'mate', 'phone', 'didnt', 'write', 'love', 'kate']",sorry mate phone didnt write love kate,7
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",27,"['themobhit', 'link', 'get', 'premium', 'pink', 'woman', 'like', 'older', 'men', 'game', 'new', 'sugababes', 'crazy', 'zebra', 'animation', 'cool', 'hoody', 'wallpaperall', 'free']",themobhit link get premium pink woman like older men game new sugababes crazy zebra animation cool hoody wallpaperall free,19
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",33,"['ah', 'confuses', 'thing', 'doesnt', 'thought', 'friend', 'maybe', 'wrong', 'thing', 'already', 'sort', 'invited', 'tho', 'may', 'come', 'money']",ah confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come money,16
ham,"Aight, call me once you're close",6,"['aight', 'call', 'close']",aight call close,3
ham,Nope thats fine. I might have a nap tho! ,10,"['thats', 'fine', 'might', 'problem', 'tho']",thats fine might problem tho,5
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,23,"['message', 'mobile', 'content', 'order', 'resent', 'previous', 'attempt', 'failed', 'due', 'two', 'connected', 'computer', 'error', 'query', 'customersqueries', 'uk', 'com']",message mobile content order resent previous attempt failed due two connected computer error query customersqueries uk com,17
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,18,"['news', 'hassling', 'get', 'marijuana', 'week', 'andres', 'offence', 'money', 'haughaighgtujhyguj']",news hassling get marijuana week andres offence money haughaighgtujhyguj,9
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",96,"['boy', 'loved', 'gal', 'propsd', 'bittorrent', 'didnt', 'mind', 'good', 'vibe', 'louis', 'vuitton', 'lttrs', 'bittorrent', 'frnds', 'threw', 'thm', 'boy', 'decided', 'aproach', 'girl', 'town', 'time', 'truck', 'speeding', 'towards', 'gal', 'hit', 'girld', 'boy', 'ran', 'like', 'hell', 'saved', 'asked', 'hw', 'cn', 'run', 'fast', 'boy', 'replied', 'boost', 'secret', 'energy', 'instantly', 'girl', 'shouted', 'energy', 'thy', 'lived', 'happily', 'gthr', 'drinking', 'boost', 'evrydy', 'moral', 'story', 'hv', 'free', 'msgsd', 'good', 'ni']",boy loved gal propsd bittorrent didnt mind good vibe louis vuitton lttrs bittorrent frnds threw thm boy decided aproach girl town time truck speeding towards gal hit girld boy ran like hell saved asked hw cn run fast boy replied boost secret energy instantly girl shouted energy thy lived happily gthr drinking boost evrydy moral story hv free msgsd good ni,61
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,28,"['wnt', 'buy', 'bavarian', 'motor', 'work', 'car', 'urgently', 'vry', 'urgent', 'hv', 'shortage', 'lac', 'offence', 'source', 'arng', 'say', 'amt', 'lac', 'thats', 'probably']",wnt buy bavarian motor work car urgently vry urgent hv shortage lac offence source arng say amt lac thats probably,20
ham,Ding me on ya break fassyole! Blacko from londn,9,"['hit', 'new', 'level', 'rpg', 'break', 'fassyole', 'blacko', 'londn']",hit new level rpg break fassyole blacko londn,8
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,15,"['really', 'need', 'keep', 'simple', 'stupid', 'miss', 'baby', 'baby', 'forever']",really need keep simple stupid miss baby baby forever,9
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",27,"['sign', 'maturity', 'whatever', 'start', 'saying', 'great', 'thing', 'actually', 'whatever', 'start', 'understanding', 'small', 'thing', 'national', 'institute', 'clinical', 'excellence', 'evening', 'bslvyl']",sign maturity whatever start saying great thing actually whatever start understanding small thing national institute clinical excellence evening bslvyl,19
ham,Oh you got many responsibilities.,5,"['half', 'got', 'many', 'responsibility']",half got many responsibility,4
spam,You have 1 new message. Please call 08715205273,8,"['new', 'message', 'please', 'call']",new message please call,4
ham,I've reached sch already...,4,"['reached', 'school', 'already']",reached school already,3
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,28,"['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'vco', 'free']",december mobile mths entitled update latest colour camera mobile free call mobile update vco free,15
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,18,"['definitely', 'need', 'module', 'ecstasy', 'humanity', 'say', 'search', 'engine', 'marketing', 'izzit', 'newb', 'take', 'module']",definitely need module ecstasy humanity say search engine marketing izzit newb take module,13
ham,Argh why the fuck is nobody in town ;_;,9,"['frustration', 'fuck', 'nobody', 'town']",frustration fuck nobody town,4
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",28,"['get', 'lion', 'england', 'tone', 'reply', 'lionm', 'mono', 'lionp', 'poly', 'go', 'original', 'best', 'tone', 'gbp', 'two', 'connected', 'computer', 'operator', 'rate', 'apply']",get lion england tone reply lionm mono lionp poly go original best tone gbp two connected computer operator rate apply,20
ham,Thanks. Fills me with complete calm and reassurance! ,9,"['thanks', 'fill', 'complete', 'calm', 'reassurance']",thanks fill complete calm reassurance,5
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,10,"['aslamalaikkum', 'insha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuz', 'meaning']",aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning,10
ham,Are you driving or training?,5,"['driving', 'training']",driving training,2
ham,Lol for real. She told my dad I have cancer,10,"['laughing', 'loud', 'real', 'told', 'dad', 'cancer']",laughing loud real told dad cancer,6
spam,PRIVATE! Your 2003 Account Statement for 078,7,"['private', 'account', 'statement']",private account statement,3
ham,"Oops I did have it,  &lt;#&gt; ?",8,"['word', 'said', 'something', 'wrong']",word said something wrong,4
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",13,"['enufcredeit', 'tocall', 'shall', 'ileave', 'university', 'get', 'bus', 'yor', 'house']",enufcredeit tocall shall ileave university get bus yor house,9
ham,"Hi Chikku, send some nice msgs",6,"['hello', 'chikku', 'send', 'national', 'institute', 'clinical', 'excellence', 'msg']",hello chikku send national institute clinical excellence msg,8
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",32,"['impossible', 'argue', 'always', 'treat', 'like', 'sub', 'like', 'never', 'released', 'silence', 'remind', 'necessary']",impossible argue always treat like sub like never released silence remind necessary,12
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",22,"['work', 'ah', 'plus', 'lor', 'workin', 'significant', 'rite', 'go', 'orchard', 'lor', 'offence', 'place', 'go', 'liao']",work ah plus lor workin significant rite go orchard lor offence place go liao,14
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",19,"['wonderful', 'okors', 'great', 'month', 'whatever', 'cherish', 'guy', 'wish', 'day', 'mojibiola']",wonderful okors great month whatever cherish guy wish day mojibiola,10
ham,Cuz ibored. And don wanna study,6,"['ibored', 'top', 'man', 'want', 'study']",ibored top man want study,5
ham,Wot about on wed nite I am 3 then but only til 9!,13,"['wed', 'good', 'night']",wed good night,3
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",58,"['rose', 'redred', 'bloodblood', 'heartheart', 'u', 'send', 'friend', 'including', 'like', 'get', 'back', 'u', 'poor', 'relation', 'u', 'need', 'support', 'u', 'frnd', 'many', 'luvs', 'praying', 'god', 'marry', 'u', 'try']",rose redred bloodblood heartheart u send friend including like get back u poor relation u need support u frnd many luvs praying god marry u try,26
ham,Any way where are you and what doing.,8,[],,1
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,16,"['suck', 'go', 'hair', 'youll', 'free', 'right']",suck go hair youll free right,6
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,22,"['still', 'working', 'time', 'also', 'tried', 'adding', 'zero', 'saving', 'checking']",still working time also tried adding zero saving checking,9
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",24,"['hmm', 'know', 'leh', 'mayb', 'get', 'goigng', 'small', 'jus', 'anything', 'except', 'perfume', 'something', 'keep']",hmm know leh mayb get goigng small jus anything except perfume something keep,13
ham,Sday only joined.so training we started today:),7,"['sday', 'joined', 'training', 'whatever', 'started', 'today']",sday joined training whatever started today,6
ham,Sorry * was at the grocers.,6,"['sorry', 'indicating', 'spelling', 'correction', 'grocer']",sorry indicating spelling correction grocer,5
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,17,"['national', 'institute', 'clinical', 'excellence', 'pub', 'near', 'frankie', 'benny', 'near', 'warner', 'cinema']",national institute clinical excellence pub near frankie benny near warner cinema,11
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",25,"['costa', 'del', 'sol', 'holiday', 'await', 'collection', 'call', 'toclaim', 'sae', 'take', 'care', 'pobox', 'stockport', 'skxh', 'cost', 'pm', 'maxmins']",costa del sol holiday await collection call toclaim sae take care pobox stockport skxh cost pm maxmins,17
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,20,"['yup', 'havent', 'want', 'go', 'yoga', 'call', 'cool', 'predictive', 'text']",yup havent want go yoga call cool predictive text,9
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,49,"['half', 'shut', 'oh', 'god', 'yesterday', 'dream', 'kid', 'boy', 'pissed', 'kid', 'boy', 'even', 'told', 'target', 'dream', 'changing', 'diaper', 'getting', 'owed', 'face']",half shut oh god yesterday dream kid boy pissed kid boy even told target dream changing diaper getting owed face,20
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,18,"['yeah', 'imagine', 'would', 'really', 'gentle', 'unlike', 'doc', 'treat', 'patient', 'like', 'turkey']",yeah imagine would really gentle unlike doc treat patient like turkey,11
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,29,"['free', 'week', 'noone', 'nokia', 'tone', 'mobile', 'every', 'week', 'message', 'nokia', 'get', 'txting', 'tell', 'mate', 'pobox', 'wwq', 'normptone']",free week noone nokia tone mobile every week message nokia get txting tell mate pobox wwq normptone,17
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,27,"['started', 'dont', 'stop', 'pray', 'good', 'idea', 'anything', 'see', 'help', 'guy', 'forward', 'link']",started dont stop pray good idea anything see help guy forward link,12
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,20,"['hello', 'darlin', 'helen', 'fone', 'going', 'prince', 'good', 'night', 'please', 'come', 'text', 'back', 'love', 'kate']",hello darlin helen fone going prince good night please come text back love kate,14
ham,I'm in office now da:)where are you?,7,"['office', 'da']",office da,2
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,17,"['aiyar', 'poor', 'thing', 'give', 'support', 'k', 'jia', 'think', 'u']",aiyar poor thing give support k jia think u,9
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,17,"['half', 'unintentionally', 'good', 'timing', 'great', 'finger', 'train', 'play', 'along', 'give', 'fifteen', 'minute', 'warning']",half unintentionally good timing great finger train play along give fifteen minute warning,13
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,27,"['get', 'garden', 'ready', 'summer', 'free', 'selection', 'summer', 'bulb', 'marijuana', 'seed', 'worth', 'scotsman', 'saturday', 'stop', 'go', 'notxt', 'co', 'uk']",get garden ready summer free selection summer bulb marijuana seed worth scotsman saturday stop go notxt co uk,18
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),17,"['k', 'come', 'wenever', 'lik', 'come', 'also', 'tel', 'vikky', 'come', 'getting', 'free', 'time']",k come wenever lik come also tel vikky come getting free time,12
ham,Pls call me da. What happen.,6,"['please', 'call', 'da', 'happen']",please call da happen,4
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",22,"['happy', 'new', 'year', 'family', 'may', 'new', 'year', 'bring', 'happiness', 'stability', 'tranquility', 'vibrant', 'colourful', 'life']",happy new year family may new year bring happiness stability tranquility vibrant colourful life,14
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,16,"['offence', 'problem', 'renewal', 'right', 'away', 'dont', 'know', 'detail']",offence problem renewal right away dont know detail,8
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,37,"['idk', 'sitting', 'stop', 'shop', 'parking', 'lot', 'right', 'bawling', 'eye', 'feel', 'like', 'failure', 'everything', 'nobody', 'want', 'feel', 'like', 'failing']",idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing,18
ham,Haven't left yet so probably gonna be here til dinner,10,"['havent', 'left', 'yet', 'probably', 'going', 'dinner']",havent left yet probably going dinner,6
ham,"Like  &lt;#&gt; , same question",6,"['like', 'question']",like question,2
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,20,"['new', 'year', 'eve', 'ok', 'went', 'party', 'boyfriend', 'stop', 'hello', 'hi']",new year eve ok went party boyfriend stop hello hi,10
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",13,"['sir', 'need', 'velusamy', 'sir', 'date', 'birth', 'company', 'bank', 'facility', 'detail']",sir need velusamy sir date birth company bank facility detail,10
ham,K k:) sms chat with me.,6,"['ok', 'k', 'short', 'message', 'service', 'chat']",ok k short message service chat,6
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,14,"['come', 'karnan', 'car', 'please', 'wait', 'till', 'pm', 'directly', 'goto', 'doctor']",come karnan car please wait till pm directly goto doctor,10
ham,No but the bluray player can,6,"['offence', 'bluray', 'player']",offence bluray player,3
ham,Ok... Then r we meeting later?,6,"['ok', 'whatever', 'meeting', 'later']",ok whatever meeting later,4
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,17,"['laughing', 'loud', 'need', 'cash', 'nitros', 'hurry', 'come', 'crash']",laughing loud need cash nitros hurry come crash,8
ham,Just send a text. We'll skype later.,7,"['send', 'text', 'well', 'internet', 'telephone', 'later']",send text well internet telephone later,6
ham,Ok leave no need to ask,6,"['kidding', 'leave', 'offence', 'need', 'ask']",kidding leave offence need ask,5
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",26,"['congratulation', 'mobile', 'third', 'generation', 'mobile', 'phone', 'network', 'videophones', 'call', 'videochat', 'mate', 'play', 'programming', 'language', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx', 'ip', 'p']",congratulation mobile third generation mobile phone network videophones call videochat mate play programming language game dload polyph music noline rentl bx ip p,23
ham,ÌÏ still got lessons?  ÌÏ in sch?,8,"['still', 'got', 'lesson', 'sch']",still got lesson sch,4
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,23,"['believe', 'leh', 'small', 'child', 'told', 'true', 'already', 'thk', 'muz', 'see', 'united', 'state', 'tog', 'believe']",believe leh small child told true already thk muz see united state tog believe,14
ham,Oh did you charge camera,5,"['half', 'charge', 'camera']",half charge camera,3
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",15,"['got', 'salt', 'rub', 'open', 'wound', 'like']",got salt rub open wound like,6
ham,Now i'm going for lunch.,5,"['going', 'lunch']",going lunch,2
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,21,"['school', 'district', 'attorney', 'lab', 'stuff', 'give', 'call', 'done']",school district attorney lab stuff give call done,8
ham,Oh k. . I will come tomorrow,7,"['half', 'k', 'come', 'tomorrow']",half k come tomorrow,4
ham,"Aight, text me tonight and we'll see what's up",9,"['aight', 'text', 'tonight', 'well', 'see', 'whats']",aight text tonight well see whats,6
ham,U 2.,2,[],,1
ham,Water logging in desert. Geoenvironmental implications.,6,"['water', 'logging', 'desert', 'geoenvironmental', 'implication']",water logging desert geoenvironmental implication,5
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,17,"['raji', 'pls', 'favour', 'please', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'today', 'birthday']",raji pls favour please convey birthday wish nimya pls today birthday,11
ham,Company is very good.environment is terrific and food is really nice:),11,"['company', 'good', 'environment', 'terrific', 'food', 'really', 'nice']",company good environment terrific food really nice,7
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",20,"['strange', 'watching', 'one', 'love', 'bed', 'awesome', 'dream', 'miss']",strange watching one love bed awesome dream miss,8
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,26,"['short', 'message', 'service', 'auction', 'brand', 'new', 'nokia', 'auction', 'today', 'auction', 'free', 'join', 'take', 'part', 'message', 'nokia']",short message service auction brand new nokia auction today auction free join take part message nokia,16
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",24,"['hello', 'hope', 'ok', 'said', 'would', 'text', 'hasnt', 'see', 'understood', 'let', 'gently', 'please']",hello hope ok said would text hasnt see understood let gently please,12
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",34,"['babe', 'fucking', 'love', 'know', 'fuck', 'good', 'hear', 'voice', 'need', 'crave', 'cant', 'get', 'enough', 'adore', 'ahmad', 'kiss']",babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kiss,16
ham,K sure am in my relatives home. Sms me de. Pls:-),11,"['ok', 'sure', 'relative', 'home', 'short', 'message', 'service', 'de', 'pls']",ok sure relative home short message service de pls,9
ham,I sent them. Do you like?,6,"['sent', 'like']",sent like,2
ham,"Fuuuuck I need to stop sleepin, sup",7,"['fuuuuck', 'need', 'stop', 'sleepin', 'whats']",fuuuuck need stop sleepin whats,5
ham,I'm in town now so i'll jus take mrt down later.,11,"['town', 'jus', 'take', 'mrt', 'later']",town jus take mrt later,5
ham,I just cooked a rather nice salmon a la you,10,"['cooked', 'rather', 'national', 'institute', 'clinical', 'excellence', 'salmon', 'cantonese', 'exclamation']",cooked rather national institute clinical excellence salmon cantonese exclamation,9
ham,I uploaded mine to Facebook,5,"['uploaded', 'mine', 'facebook']",uploaded mine facebook,3
ham,WHAT TIME U WRKIN?,4,"['time', 'wrkin']",time wrkin,2
ham,Okie,1,['okie'],okie,1
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,30,"['ree', 'entry', 'weekly', 'competition', 'chance', 'win', 'ipod', 'message', 'passed', 'drunk', 'get', 'entry', 'standard', 'message', 'rate', 'term', 'condition', 'apply', 'detail']",ree entry weekly competition chance win ipod message passed drunk get entry standard message rate term condition apply detail,19
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,30,"['record', 'indicate', 'maybe', 'entitled', 'pound', 'compensation', 'accident', 'claim', 'free', 'reply', 'claim', 'msg', 'stop', 'message', 'stop']",record indicate maybe entitled pound compensation accident claim free reply claim msg stop message stop,15
ham,"Sorry, I'll call later",4,"['sorry', 'call', 'later']",sorry call later,3
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,14,"['half', 'oh', 'muz', 'change', 'plan', 'liao', 'go', 'back', 'yan', 'jiu']",half oh muz change plan liao go back yan jiu,10
ham,"It's wylie, you in tampa or sarasota?",7,"['wylie', 'tampa', 'sarasota']",wylie tampa sarasota,3
ham,Ok... Take ur time n enjoy ur dinner...,8,"['ok', 'take', 'time', 'enjoy', 'dinner']",ok take time enjoy dinner,5
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,30,"['darren', 'saying', 'meeting', 'district', 'attorney', 'good', 'evening', 'whatever', 'meet', 'dinner', 'later', 'leave', 'xy', 'feel', 'awkward', 'meet', 'lunch', 'lor']",darren saying meeting district attorney good evening whatever meet dinner later leave xy feel awkward meet lunch lor,18
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",29,"['spook', 'mob', 'halloween', 'collection', 'logo', 'picture', 'message', 'plus', 'free', 'eerie', 'tone', 'message', 'amusing', 'spook', 'zombie', 'p', 'per', 'logopic']",spook mob halloween collection logo picture message plus free eerie tone message amusing spook zombie p per logopic,18
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,18,"['like', 'cheap', 'happy', 'splash', 'wine', 'make', 'feel', 'better']",like cheap happy splash wine make feel better,8
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,21,"['fine', 'difficulty', 'phone', 'work', 'mine', 'please', 'send', 'another', 'friend', 'request']",fine difficulty phone work mine please send another friend request,10
ham,Ugh my leg hurts. Musta overdid it on mon.,9,"['disappointment', 'disgust', 'leg', 'hurt', 'musta', 'overdid', 'mon']",disappointment disgust leg hurt musta overdid mon,7
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,25,"['call', 'germany', 'penny', 'per', 'minute', 'call', 'fixed', 'line', 'powdered', 'drug', 'via', 'access', 'number', 'offence', 'prepayment', 'direct', 'access']",call germany penny per minute call fixed line powdered drug via access number offence prepayment direct access,17
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",25,"['costa', 'del', 'sol', 'holiday', 'await', 'collection', 'call', 'toclaim', 'sae', 'take', 'care', 'pobox', 'stockport', 'skxh', 'cost', 'pm', 'maxmins']",costa del sol holiday await collection call toclaim sae take care pobox stockport skxh cost pm maxmins,17
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,8,"['student', 'discount', 'get', 'book']",student discount get book,4
ham,Me fine..absolutly fine,3,"['fine', 'absolutly', 'fine']",fine absolutly fine,3
ham,How come she can get it? Should b quite diff to guess rite...,13,"['come', 'get', 'quite', 'diff', 'guess', 'rite']",come get quite diff guess rite,6
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,26,"['mobile', 'mths', 'update', 'free', 'orange', 'latest', 'colour', 'camera', 'mobile', 'unlimited', 'weekend', 'call', 'call', 'mobile', 'upd', 'freefone', 'stoptxt']",mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptxt,17
ham,I will reach ur home in  &lt;#&gt;  minutes,10,"['reach', 'home', 'minute']",reach home minute,3
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",23,"['babe', 'answering', 'cant', 'see', 'maybe', 'youd', 'better', 'reboot', 'yahoo', 'messenger', 'silence', 'got', 'photo', 'silence', 'great']",babe answering cant see maybe youd better reboot yahoo messenger silence got photo silence great,15
ham,Hi.what you think about match?,5,"['hi', 'think', 'match']",hi think match,3
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",61,"['know', 'thinkin', 'malaria', 'relax', 'child', 'cant', 'nickname', 'malaria', 'would', 'worse', 'gastroenteritis', 'take', 'enough', 'replace', 'loss', 'temporary', 'reduce', 'give', 'malaria', 'medication', 'vomit', 'self', 'limiting', 'illness', 'mean', 'day', 'completely', 'stop']",know thinkin malaria relax child cant nickname malaria would worse gastroenteritis take enough replace loss temporary reduce give malaria medication vomit self limiting illness mean day completely stop,28
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,18,"['dai', 'downloaded', 'window', 'program', 'file', 'file', 'run', 'window', 'program', 'file', 'installing']",dai downloaded window program file file run window program file installing,11
ham,It is only yesterday true true.,6,"['yesterday', 'true', 'true']",yesterday true true,3
ham,K.k.how is your business now?,5,"['k', 'k', 'business']",k k business,3
ham,3 pa but not selected.,5,"['personal', 'assistant', 'selected']",personal assistant selected,3
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,22,"['natalja', 'f', 'inviting', 'friend', 'reply', 'yes', 'see', 'stop', 'send', 'stop', 'frnd']",natalja f inviting friend reply yes see stop send stop frnd,11
ham,I keep ten rs in my shelf:) buy two egg.,10,"['keep', 'person', 'perfect', 'body', 'runescape', 'shelf', 'buy', 'two', 'egg']",keep person perfect body runescape shelf buy two egg,9
ham,I am late. I will be there at,8,['late'],late,1
ham,Well thats nice. Too bad i cant eat it,9,"['thats', 'nice', 'good', 'cant', 'eat']",thats nice good cant eat,5
ham,I accidentally brought em home in the box,8,"['accidentally', 'brought', 'email', 'home', 'box']",accidentally brought email home box,5
ham,Pls she needs to dat slowly or she will vomit more.,11,"['please', 'need', 'slowly', 'vomit']",please need slowly vomit,4
ham,I have to take exam with in march 3,9,"['take', 'exam', 'march']",take exam march,3
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",18,"['jane', 'babe', 'goin', 'wrk', 'feel', 'cool', 'tight', 'etc', 'lst', 'nite', 'foned', 'already', 'cover', 'chuck']",jane babe goin wrk feel cool tight etc lst nite foned already cover chuck,14
ham,5 nights...We nt staying at port step liao...Too ex,9,"['night', 'thanks', 'staying', 'port', 'step', 'liao', 'former']",night thanks staying port step liao former,7
ham,If I die I want u to have all my stuffs.,11,"['die', 'want', 'stuff']",die want stuff,3
